NAME,URL
Acceleratebs,https://www.moneycontrol.com/india/stockpricequote/software/acceleratebsindia/AI86
Accelya,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accelyasolutionsindia/KAL
Accent Micro,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/accentmicrocell/AML06
Accentia Techno,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/accentiatechnologies/AT19
Acclaim Ind,https://www.moneycontrol.com/india/stockpricequote/packaging/acclaimindustries/EP12
Accord Synergy,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsservice/accordsynergy/AS22
Accuracy Shippi,https://www.moneycontrol.com/india/stockpricequote/shipping/accuracyshipping/AS26
Accurate Exp,https://www.moneycontrol.com/india/stockpricequote/trading/accurateexports/AE12
Accurate Transf,https://www.moneycontrol.com/india/stockpricequote/electricequipment/accuratetransformers/ATL03
ACE Edutrend,https://www.moneycontrol.com/india/stockpricequote/diversified/aceedutrend/AIF
ACE ENG,https://www.moneycontrol.com/india/stockpricequote/aceeng/aceengitech/PSF
ACE Integrated,https://www.moneycontrol.com/india/stockpricequote/misccommercialservices/aceintegratedsolutions/AIS
Ace Labs,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/acelaboratories/AL01
Ace Men Engg Wo,https://www.moneycontrol.com/india/stockpricequote/trading/acemenenggworkslimited/AME03
Ace Soft Export,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/acesoftwareexports/ASE02
Ace Software,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/acesoftware/AS23
Ace Stonecraft ,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/acestonecraft/ASL02
Ace Tours,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acetoursworldwide/ATW
Acewin Agriteck,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acewinagriteck/INE02
ACGL,https://www.moneycontrol.com/india/stockpricequote/acgl/automobilecorpgoaacgl/ACG
Achal Invest,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/achalinvestments/AI68
Achyut Health,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/achyuthealthcare/AH09
ACI Infocom,https://www.moneycontrol.com/india/stockpricequote/computershardware/aciinfocom/ACI07
ACIL Cotton Ind,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/acilcottonindustries/ACI14
Acjlascadb svdj,https://www.moneycontrol.com/india/stockpricequote/acjlascadbsvdj/acjlascadbsvdj/BCI04
ACJSCB ANAN,https://www.moneycontrol.com/india/stockpricequote/diversified/acjscbanan/GG04
Acknit Industri,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/acknitindustriesltd/AK
Acmasnvadn dcnd,https://www.moneycontrol.com/india/stockpricequote/acmasnvadndcnd/acmasnvadndcnd/CI16
Acme Fluoro Pol,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/acmefluoropolymers/AFP01
Acme Industries,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/acmeindustries/AI02
Acme Resources,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/acmeresources/AR9
Acme Spinners,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/acmespinners/ASL01
Acquaint Export,https://www.moneycontrol.com/india/stockpricequote/aquaculture/acquaintexports/AE
Acropetal Tech,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/acropetaltechnologies/AT21
Acrow India,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/acrowindia/AI03
ACS TECHNOLOGIE,https://www.moneycontrol.com/india/stockpricequote/acstechnologie/acstechnologies/LNP
Acscmsdvnsdvin,https://www.moneycontrol.com/india/stockpricequote/sugar/acscmsdvnsdvinananiaspcmaso/PSI01
Action Const,https://www.moneycontrol.com/india/stockpricequote/engineeringheavy/actionconstructionequipment/ACE3
Action Financia,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/actionfinancialservicesindia/AFS01
Active Clothing,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/activeclothingcoltd/ACC
Acumen Trading ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/acumentradinginvestments/ATI01
Ad Manum Fin,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/admanumfinance/AMF01
Adam Comsof,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adamcomsof/AC01
Adani Energy,https://www.moneycontrol.com/india/stockpricequote/powertransmissionequipment/adanienergysolutions/AT22
Adani Ent PP,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprisespartlypaidup/AEP
Adani Enterpris,https://www.moneycontrol.com/india/stockpricequote/trading/adanienterprises/AE13
Adani Green Ene,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanigreenenergylimited/ADANI54145
Adani Ports,https://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/adaniportsspecialeconomiczone/MPS
Adani Power,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/adanipower/AP11
Adani Total Gas,https://www.moneycontrol.com/india/stockpricequote/adanitotalgas/adanitotalgas/ADG01
Adani Wilmar,https://www.moneycontrol.com/india/stockpricequote/consumerfood/adaniwilmar/AW
Adarsh Chemical,https://www.moneycontrol.com/india/stockpricequote/fertilisers/adarshchemicalsfertilisers/ACF
Adarsh Mercant,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adarshmercantile/AM12
Adarsh Plant,https://www.moneycontrol.com/india/stockpricequote/adarshplant/adarshplantationprojects/APP01
ADC India Comm,https://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/adcindiacommunications/KC07
Adcon Capital,https://www.moneycontrol.com/india/stockpricequote/adconcapital/adconcapitalservices/ACS06
ADCON-RE,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/adconcapitalservicesre/ACS02
ADCONPP ,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/adconcapitalservicespp/ACS07
Add-Life Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/addlifepharma/ALP
Add-Shop Promot,https://www.moneycontrol.com/india/stockpricequote/addshoppromot/addshoppromotions/AP12
Addi Industries,https://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/addiindustries/AI05
Addictive Learn,https://www.moneycontrol.com/india/stockpricequote/addictivelearn/addictivelearningtechnology/ALTL
Adel Visi,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adelvisi/AV01
Adeshwar Medite,https://www.moneycontrol.com/india/stockpricequote/medicalequipmentsuppliesaccessories/adeshwarmeditex/AM10
ADF Foods,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/adffoodsindustries/AF30
Adharshila Cap,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/adharshilacapitalservices/ACS05
Adhbhut Infra,https://www.moneycontrol.com/india/stockpricequote/adhbhutinfra/adhbhutinfrastructure/AI71
Adhiraj Distrib,https://www.moneycontrol.com/india/stockpricequote/adhirajdistrib/adhirajdistributorsltd/ADL01
Adhunik Metalik,https://www.moneycontrol.com/india/stockpricequote/steelspongeiron/adhunikmetaliks/AM9
Adhunik Synth,https://www.moneycontrol.com/india/stockpricequote/textilesweaving/adhuniksynthetics/AS
Adhunik Yarns,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/adhunikyarns/AY
Adinath Bio-Lab,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adinathbiolabs/ABL02
Adinath Exim,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/adinatheximresources/AER
ADINATH TEXTILE,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adinathtextiles/AT02
Adishakti Loha,https://www.moneycontrol.com/india/stockpricequote/ironsteel/adishaktilohaispat/ALI05
Adithya Alkaloi,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adithyaalkaloids/AAL
Adithya Aqua,https://www.moneycontrol.com/india/stockpricequote/aquaculture/adithyaaquaculture/AAC03
Aditri Industri,https://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/aditriindustries/AC02
Aditya Birla Ch,https://www.moneycontrol.com/india/stockpricequote/chemicals/adityabirlachemicals/ABC08
Aditya Birla F,https://www.moneycontrol.com/india/stockpricequote/retail/adityabirlafashionretail/PFR
Aditya Consumer,https://www.moneycontrol.com/india/stockpricequote/retail/adityaconsumermarketing/ACM01
Aditya Electro,https://www.moneycontrol.com/india/stockpricequote/electricals/adityaelectrocommunications/AEC02
Aditya Exports ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adityaexports/AEL01
Aditya Forge,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/adityaforge/AF
Aditya Int,https://www.moneycontrol.com/india/stockpricequote/trading/adityainternational/AI37
Aditya Ispat,https://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/adityaispat/AI06
Aditya Lime,https://www.moneycontrol.com/india/stockpricequote/chemicals/adityalimeindustries/ALI01
Aditya Mills,https://www.moneycontrol.com/india/stockpricequote/diversified/adityamills/AML01
Aditya Polymers,https://www.moneycontrol.com/india/stockpricequote/packaging/adityapolymers/APL02
Aditya Spinners,https://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/adityaspinners/AS01
Aditya Vision,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adityavision/AV
Adjia Tech,https://www.moneycontrol.com/india/stockpricequote/software/adjiatechnologies/AT24
Adline Chem Lab,https://www.moneycontrol.com/india/stockpricequote/adlinechemlab/adlinechemlab/KL
adncadpinc,https://www.moneycontrol.com/india/stockpricequote/adncadpinc/akcbabc/MM05
Ador Fontech,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorfontech/AF22
Ador Multi,https://www.moneycontrol.com/india/stockpricequote/personalcare/adormultiproducts/AM01
Ador Powertron,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/adorpowertron/AP25
Ador Technopak,https://www.moneycontrol.com/india/stockpricequote/packaging/adortechnopak/AT11
Ador Welding,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/adorwelding/AW01
Adroit Infotech,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/adroitinfotech/CC22
ADS Diagnostic ,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/adsdiagnostic/ADS
Advait Infratec,https://www.moneycontrol.com/india/stockpricequote/constructioninfrastructure/advaitinfratechlimited/AIL05
Advance Bio-Coa,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancebiocoalindia/ABC04
Advance Life,https://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/advancelifestyles/AAM
Advance Meter,https://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/advancemeteringtechnology/AMT
Advance Multi,https://www.moneycontrol.com/india/stockpricequote/rubber/advancemultitech/AM02
Advance Petro,https://www.moneycontrol.com/india/stockpricequote/detergents/advancepetrochemicals/AP02
Advance Power,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advancepowerinfratech/MF05
Advance Syntex ,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advancesyntex/AS08
Advanced Enzyme,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/advancedenzymetechnologies/AET
Advanced Micron,https://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/advancedmicronicdevices/AMD
Advani Hotels,https://www.moneycontrol.com/india/stockpricequote/hotels/advanihotelsresortsindia/AHR
Advanta,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/advanta/AI39
Advent Computer,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/adventcomputerservices/ACS01
Advik Capital ,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/advikcapital/AIL04
Advik Labors,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/adviklaboratories/AL07
ADVIKCA-RE,https://www.moneycontrol.com/india/stockpricequote/financeinvestment/advikcapitalre/ACR
AEC Enterprises,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aecenterprises/AEC
AEC India,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/aecindia/AEC01
Aegis Logistics,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/aegislogistics/AL9
Aeonian Pub,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/aeonianinvestments/AI07
Aeroflex Ind.,https://www.moneycontrol.com/india/stockpricequote/engineeringindustrialequipments/aeroflexindustries/AI87
Aerpace Ind.,https://www.moneycontrol.com/india/stockpricequote/aerpaceind/aerpaceindustries/ICV01
AERPACE-RE,https://www.moneycontrol.com/india/stockpricequote/aerpacere/aerpaceindustriesre/AIR01
Aesculapius Rem,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/aesculapiusremedies/AR05
Aether Ind,https://www.moneycontrol.com/india/stockpricequote/specialitychemicals/aetherindustries/AI84
AFEL-RE,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/afenterprisesre/ER04
Affle India,https://www.moneycontrol.com/india/stockpricequote/affleindia/affleindia/AI82
Affordable Robo,https://www.moneycontrol.com/india/stockpricequote/engineering/affordableroboticautomation/ARA
AFL,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/arvindfashionslimited/ARVIN54248
Aftek,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aftek/A14
Agarwal Float,https://www.moneycontrol.com/india/stockpricequote/trading/agarwalfloatglassindia/AFG
Agarwal Fortune,https://www.moneycontrol.com/india/stockpricequote/agarwalfortune/agarwalfortuneindia/DLF01
Agarwal Ind,https://www.moneycontrol.com/india/stockpricequote/transportlogistics/agarwalindustrialcorporation/AIC03
AGI Greenpac,https://www.moneycontrol.com/india/stockpricequote/agigreenpac/agigreenpac/HSI02
AGI Infra,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/agiinfra/AI43
Agio Paper,https://www.moneycontrol.com/india/stockpricequote/paper/agiopaperindustries/API08
Agni Green,https://www.moneycontrol.com/india/stockpricequote/renewables/agnigreenpower/AGP
Agri Marine Exp,https://www.moneycontrol.com/india/stockpricequote/aquaculture/agrimarineexports/AME01
Agri-Tech,https://www.moneycontrol.com/india/stockpricequote/fertilisers/agritechindia/ATI02
Agrimas Chem,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/agrimaschemicals/ACL04
Agrimony Comm,https://www.moneycontrol.com/india/stockpricequote/trading/agrimonycommodities/AC11
Agritech Hatch,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/agritechhatcheriesfoods/AHF
Agro Chem Punj,https://www.moneycontrol.com/india/stockpricequote/fertilisers/agrochempunjab/ACP01
Agro Dutch Ind,https://www.moneycontrol.com/india/stockpricequote/foodprocessing/agrodutchindustries/ADI02
Agro Phos India,https://www.moneycontrol.com/india/stockpricequote/diversified/agrophosindia/API
Agro Tech Foods,https://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/agrotechfoods/ATF
AGS Infotech,https://www.moneycontrol.com/india/stockpricequote/computerssoftware/agsinfotech/AGS02
AGS Transact,https://www.moneycontrol.com/india/stockpricequote/onlineservices/agstransacttechnologies/ATT
Ahasolar Tech,https://www.moneycontrol.com/india/stockpricequote/software/ahasolartechnologies/AT28
AHDVBCH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ahdvbch/SCAPD17
Ahimsa Ind,https://www.moneycontrol.com/india/stockpricequote/plastics/ahimsaindustries/AI44
Ahlada Engineer,https://www.moneycontrol.com/india/stockpricequote/ahladaengineer/ahladaengineers/AE21
Ahlcon Parent,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ahlconparenteralindia/API01
Ahluwalia,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ahluwaliacontractsindia/ACI12
Ahmedabad St,https://www.moneycontrol.com/india/stockpricequote/steelrolling/ahmedabadstellcr/AS02
Ahura Weld,https://www.moneycontrol.com/india/stockpricequote/electrodesgraphite/ahuraweldingelecmfg/AWE
AI Champdany,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aichampdanyindustries/AIC02
AIA Engineering,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/aiaengineering/AIE01
AIH,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambassadorintraholdings/AIHL54252
AIK Pipes,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/aikpipesandpolymers/APA
Aikyam Intellec,https://www.moneycontrol.com/india/stockpricequote/packaging/aikyamintellectualpropertyconsultancy/MPU
Aimco Pesticide,https://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/aimcopesticides/AP03
AION-TECH,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/aiontechsolutions/GT04
Air Command,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/aircommandindia/ACI02
Air Command Tec,https://www.moneycontrol.com/india/stockpricequote/consumergoodswhitegoods/aircommandtechnologies/ACT
Airan,https://www.moneycontrol.com/india/stockpricequote/airan/airan/A09
Airo Lam,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/airolam/AL08
AJ Brothers,https://www.moneycontrol.com/india/stockpricequote/aluminium/ajbrothers/AJB
Ajanta Pharma,https://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ajantapharma/AP22
Ajanta Soya,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/ajantasoya/AS03
Ajanta Tubes,https://www.moneycontrol.com/india/stockpricequote/steeltubespipes/ajantatubes/AT03
Ajbcjsbc lvnsdj,https://www.moneycontrol.com/india/stockpricequote/ajbcjsbclvnsdj/ajbcjsbclvnsdjv/NGIL541418
Ajcon Global,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ajconglobal/AG01
AJEL,https://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ajel/AI64
Ajmera Realty,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/ajmerarealtyinfraindia/ARI03
Ajooni Biotech,https://www.moneycontrol.com/india/stockpricequote/diversified/ajoonibiotechltd/ABL01
AJOONI-RE,https://www.moneycontrol.com/india/stockpricequote/diversified/ajoonibiotechre/ABR
AJR Infra & Tol,https://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/ajrinfratolling/GIP01
